開催回,日付,第1数字,第2数字,第3数字,第4数字,第5数字,第6数字,第7数字,BONUS数字1,BONUS数字2,1等口数,2等口数,3等口数,4等口数,5等口数,6等口数,1等賞金,2等賞金,3等賞金,4等賞金,5等賞金,6等賞金,キャリーオーバー
635,2025/7/18,10,12,20,29,30,31,34,4,15,2,13,189,7786,116052,204601,1016445900,5308300,420500,6100,1300,900,0
636,2025/7/25,10,14,17,20,26,27,29,3,11,1,10,84,3976,67850,137041,414014200,4889100,670400,8500,1600,1000,0
637,2025/8/1,1,4,7,8,9,20,21,11,30,0,16,175,7431,96563,168633,0,2992100,315100,4400,1100,800,405166445
638,2025/8/8,1,6,18,19,35,36,37,11,24,1,2,114,5562,85604,162053,898476500,29043000,586900,7200,1500,1000,0
639,2025/8/15,5,9,12,15,30,31,34,13,29,2,15,136,6189,94177,157665,196037800,3071100,390100,5100,1100,800,0
640,2025/8/22,2,7,9,12,13,14,29,15,30,1,6,159,6510,94465,144732,388970000,7697600,334600,4900,1100,900,0
641,2025/8/29,1,3,7,23,24,33,36,17,30,1,9,123,5060,83272,137907,405020100,5251000,442500,6500,1300,900,0
642,2025/9/5,1,7,22,23,33,34,35,2,24,1,13,105,4866,73462,123377,403352100,3588800,511800,6600,1400,1000,0
643,2025/9/12,1,5,15,16,18,27,34,19,22,1,2,96,4545,74803,128381,406203200,23971500,575200,7300,1500,1000,0
644,2025/9/19,1,11,12,14,20,26,29,2,5,0,15,83,4489,74279,144229,0,3086600,642500,7200,1400,900,390550165
645,2025/9/26,7,10,16,20,26,32,35,24,33,1,10,118,4637,77692,137997,864763200,5561700,542900,8300,1600,1100,0
646,2025/10/3,5,12,13,15,18,35,37,11,29,0,3,90,4224,71409,133259,0,15584300,598300,7700,1500,1000,390192400
647,2025/10/10,4,5,9,13,17,22,28,18,31,2,15,201,7877,109520,171116,434879400,3781000,325000,5000,1200,900,0
648,2025/10/17,3,17,19,24,28,29,35,7,13,0,5,98,4824,76143,144616,0,9219600,541800,6600,1400,900,385202370
649,2025/10/24,12,22,23,26,33,35,37,2,21,0,6,86,4994,82690,142180,0,9344500,750900,7800,1500,1100,861008665
650,2025/10/31,1,8,10,14,25,33,35,12,21,0,9,131,6089,102491,187310,0,7310100,578500,7500,1500,1000,1407387900
651,2025/11/7,2,13,19,20,24,26,35,29,36,2,5,169,8046,108788,184493,1002473400,14281700,486700,6100,1500,1100,0
652,2025/11/14,1,16,21,26,27,30,35,6,37,0,3,61,3488,62068,116684,0,15699300,889300,9400,1700,1100,401325585
653,2025/11/21,6,7,12,25,26,30,33,13,15,2,10,150,6217,96296,165734,443721800,5638000,432900,6300,1300,900,0
654,2025/11/28,3,12,25,29,30,32,33,28,31,0,1,78,4451,75792,122540,0,46473000,686300,7200,1400,1100,386161670
655,2025/12/5,4,5,12,13,24,26,33,3,14,0,11,188,7853,111582,165047,0,5065500,341400,4900,1100,900,866671845
656,2025/12/12,1,4,6,20,30,34,37,14,25,0,8,101,5376,88924,163715,0,8137600,742400,8400,1700,1100,1413567000
657,2025/12/19,9,11,16,23,27,29,32,6,24,2,16,234,9448,132636,211905,1014653200,4631900,364800,5400,1300,1000,0
658,2025/12/26,10,12,16,18,19,22,37,11,20,0,5,101,4749,81174,142116,0,11109000,633400,8100,1600,1100,463117105
659,2026/1/9,2,8,9,14,27,34,36,5,18,1,12,162,8394,124990,208850,1052412400,5802800,495100,5700,1300,900,0
660,2026/1/16,4,6,12,13,16,17,31,14,20,0,4,98,4635,81348,123996,0,12451900,585400,7500,1400,1100,421366875
661,2026/1/23,7,12,17,22,31,34,35,20,32,0,5,125,5996,102827,153889,0,12032000,554300,7000,1300,1100,929684620
662,2026/1/30,4,14,15,21,22,24,37,5,20,0,5,115,5940,103770,171054,0,13637200,682900,8000,1500,1100,1505420275
663,2026/2/6,4,6,10,11,13,17,23,25,32,0,9,193,8470,134057,215089,0,8294400,445500,6100,1300,1000,2123132130
664,2026/2/13,3,6,8,14,21,22,31,17,37,1,19,168,8897,137445,224969,1200000000,4269900,556200,6300,1300,1000,1614067975
665,2026/2/20,6,8,14,19,22,25,35,12,17,0,9,184,7883,119040,214440,0,8099800,456300,6400,1400,900,2147483647
666,2026/2/27,2,17,18,22,23,25,33,16,34,0,5,185,8046,130221,214363,0,15876200,494200,6800,1400,1000,2147483647
667,2026/3/6,9,13,20,22,28,29,33,21,23,0,14,189,9873,153158,246992,0,6601300,563200,6500,1400,1000,2147483647
668,2026/3/13,1,8,11,14,18,22,29,19,35,1,16,234,11156,166415,264125,1200000000,5588600,440100,5500,1200,900,2147483647
669,2026/3/20,3,5,6,7,9,13,16,11,23,2,22,222,10209,148325,263260,1200000000,3778000,431200,5600,1300,900,1558856305
670,2026/3/27,3,4,9,10,18,21,37,15,23,0,16,147,7911,125711,217487,0,4620300,579200,6500,1300,900,2147483647
671,2026/4/3,7,13,16,22,28,33,36,2,25,2,19,263,10104,134547,223323,1200000000,4111800,342100,5300,1300,1000,453007035
672,2026/4/10,7,11,15,16,17,24,33,6,9,1,10,126,7165,107970,187855,987027000,6250000,571300,6000,1300,900,0
673,2026/4/17,6,9,10,12,16,24,32,17,19,0,6,116,6477,91357,148579,0,8471200,504700,5400,1300,900,433409850
